fileNumber,mechanism,depth,T,lossMethod,batch,seedInBatch,bulkBestLoss,bulkCorrelationLoss,bulkGlobalsumLoss,trustCheckDiff,storedActualVmemFeatureRMS_mV,featureRMS_mV,featureBestTimestep,eyesRMS_mV,noseRMS_mV,mouthRMS_mV,eyesBestRMS_mV,eyesBestTimestep,noseBestRMS_mV,noseBestTimestep,mouthBestRMS_mV,mouthBestTimestep
1717,Gpol-only,2,100,globalsum,2,3,3.6419518453337485,0.9541854542396018,3.640917073990445,0.0010347713433036532,16.661418482414508,16.661418482414508,2999,8.365562947394539,30.965208236547763,12.248082993311689,8.338382639748044,2985,8.149865238443503,394,8.507881535580951,1295
1718,Gpol-only,2,100,globalsum,2,4,3.566664947433457,0.9311287425834218,3.5682303867061442,0.0015654392726873745,29.43410865351601,29.398291303706433,2978,10.421335580265705,38.36459465444768,47.66295973070989,8.268336074645987,2755,8.130235422196762,361,35.88135403595281,1055
1719,Gpol-only,2,100,globalsum,2,5,3.509348418021002,0.9397351747093021,3.5093611964073137,1.2778386311751433e-05,41.49995439526862,33.660291615579204,1448,36.688588473412764,40.17041994970391,9.179780913570324,34.71363735347703,1180,8.231339608197532,350,8.639292484346488,1474
1624,Gpol+Vmem,1,100,correlation,1,0,0.8138129471016567,0.8136787872160953,3.464776316788182,0.00013415988556142455,35.83562301069425,32.36598484157051,1877,31.190614238457535,28.305251210379375,38.64108597456254,31.188228069731633,1878,8.020994741717743,351,9.331090089202556,2688
1625,Gpol+Vmem,1,100,correlation,1,1,0.8798168591707882,0.8801147773237399,3.5137359750395696,0.00029791815295165947,32.39092368447251,32.28095465231821,2931,41.9087837856621,8.672522069767874,10.205117693450301,40.03786319785574,2571,8.035153738438309,395,8.703501925652391,2739
1626,Gpol+Vmem,1,100,correlation,1,2,0.8989655066923146,0.8991566018955395,3.6704978438769773,0.00019109520322491136,31.310961360358295,31.08983710816822,2946,12.43608691751396,38.728585655362586,50.97427945091558,8.337902008078437,2668,8.08687477494194,360,39.92007308889448,1120
1627,Gpol+Vmem,1,100,correlation,1,3,0.8603211239988267,0.85994134071306,3.6431130780476666,0.0003797832857665995,43.34073520331483,36.60723377540225,360,38.70011925062657,8.110970035284193,46.841208925388685,38.68814423690221,362,8.11063545615352,359,8.701968549492221,944
1628,Gpol+Vmem,1,100,correlation,1,4,0.8751030519761475,0.8762821683174589,3.718402284607363,0.0011791163413114036,47.899436370192156,33.78259441590816,1935,35.45003822998217,41.64084315936565,15.515266196558828,33.72986447867286,2360,7.851806150594685,358,9.154797059243583,1697
1629,Gpol+Vmem,1,100,correlation,1,5,0.8633197349046151,0.8630745978508524,3.643695473386364,0.0002451370537627229,39.87852365281655,38.65471708333782,2778,36.18786356229471,41.718036873374714,41.717081168947374,36.187672273667,2779,8.066426528932029,358,34.40215451157171,1065
1720,Gpol+Vmem,1,100,correlation,2,0,0.9568933326780225,0.9574619305328067,3.6958555735551384,0.0005685978547842474,43.04261158653348,36.49343166943685,2080,43.15298361979821,32.26438452908335,14.426552842123483,42.052883396903454,2999,8.097658204796689,360,8.973110888048819,1759
1721,Gpol+Vmem,1,100,correlation,2,1,0.8681954076323332,0.8677365034624753,3.6580095734857383,0.0004589041698578322,43.379420813474276,33.36211194603592,1042,34.68294499042019,43.72363915914689,8.639134589600578,34.681779161637714,1041,8.210639953814539,355,8.575028187022442,1053
1722,Gpol+Vmem,1,100,correlation,2,2,0.8701795136424476,0.8712175738883152,3.613180191884421,0.0010380602458676114,32.949005413676055,31.1280104550347,2694,25.528620737701647,30.23672024139128,43.23918331567147,25.22939379211934,2659,8.198397680818301,355,9.00876049045852,1089
1723,Gpol+Vmem,1,100,correlation,2,3,1.0139034378795193,1.013972848819417,3.815095626059834,6.94109398977627e-05,49.26532870193893,32.38961422244425,2287,24.93818739583712,40.35739947174374,40.10716865107726,24.93818739583712,2287,8.227549968423817,359,8.508752857829146,1108
1724,Gpol+Vmem,1,100,correlation,2,4,0.819793240293438,0.8200589487395505,3.50759712470926,0.00026570844611251143,39.2627220116357,36.18647247633066,2716,36.38810323959033,49.33913929112566,12.064363596357266,36.27727058852113,2634,8.197386836026,346,8.408426581211055,2528
